,comment,like_count
1881,YOU FORGOT TACO BELL FRYS WTF?????,1
1882,"OF
OnlyFries",1
1883,if you like crunchy ALWAYS well done !! ask for cooked/raw at in and out and put on the frys  with hot peppers & N&OS.S !,1
1884,KFC in my country has the worst FF ever lol.,0
1885,Checkers weak on the seasoning? Usually there's too much seasoning 😂,0
1886,"amazing complete list. I actually like DQ fries. I don’t blame you there and I love their shakes. Hamburgers are not that bad either. KFC fries are OK but not my favorite Freddy fries no thank you I have to say that Jack-in-the-Box is probably my favorite curly fry but 100% but my absolute favorite of all time and it’s limited is at Taco Bell with a nacho cheese dip. My favorite fry is at Del taco hands down the best frys consistently, and I always buy the biggest size. I’ve had fries at every single one of these restaurants except for the one that starts with a J? The one you wanted to put Austin Texas, and I think I’ve only had Bo frys one time.

next time I recommend reaching out to corporate and arranging each fast food restaurant to clean the oil and make the best possible frys you then judge them. I always ask for fresh fries myself and sometimes salt packet.",0
1887,BS! McDonald’s all the way!,0
1888,"feels wrong to hear ""umami"" as a descriptor for french fries",0
1889,Culver’s fries are significantly better when ordered extra crispy. Can’t emphasize it enough,0
1890,Checkers/rallys easily has the best fries,0
1891,KFC being #1 immediately invalidates this entire tier list,0
1892,"I wish i got good fries at KFC, DQ like these guys did",0
1893,F1 fans know what you doin' there Josh with that snazzy graphics.,0
1894,Zaxbys when the fresh AF and salted good,0
1895,Animal fries are the most disgusting fires ive ever had. And yes everything was fresh,0
1896,"Thought this was clickbait and that trying every French Fry in one video was wild, but look at you, props. Also the standards you were using to judge the fries was perfect. +1 sub",1
1897,in n out pro tip they don't charge you for spread and gilled onions it's only if you add cheese it becomes animal fires and costs more.,0
1898,this is how saitama got to be the strongest character in all fiction,0
1899,so I know fries should be crispy...but do we have people who kinda dig the floppy fry? I do and I am not ashamed. lol,0
1900,"One of the rules is it cant be regional, and the first one you go to is in and out",0
1901,McDonald's by far,0
1902,In canada A&W have russet fries and they are quite good,0
1903,Your five guys rating negates this entire review. Wtf.,0
1904,I'd trade every McDonald's fry I've ever had for a cup of Five Guys Cajun. I know they're not technically the best but I adore them. Something about that peanut oil and the potatoey flavour. If I want crunch I'll bring a bag of Fritos. I aint the guy to rate fries though I think fries in general are dumb. I'm an English guy that doesn't drink tea.,0
1905,"I have never been to In N Out, but there's no way their fries are softer than Five Guys",0
1906,Popeyes was done wrong,0
1907,I love your content. My kids and I have been watching your stuff for years. Butore and more of your content includes constant foul language. And you bleep it out and I get that. But it is making it harder and harder to watch with my kids and that's very disappointing. Because we love your stuff.,0
1908,"Dude, if you want more salt, simply add more. That’s how the pony rides.",0
1909,You eat a lot of salt. You must process it well. I’d retain a lot of water if I ate that much salt. 😊,0
1910,What sucks is KFC have the worst fries in the UK 😂,0
1911,You guys are fucking nuts Culver's is top tier fastfood,0
1912,can we lose that sound that plays every time you eat any food? or any other random chimes during the video? the new videos are unwatchable because of it....,0
1913,I don’t understand the craze behind shake shack. It was the most mediocre burger place I’ve ever been to and was too expensive for what it was.,0
1914,I love Sonic for their ice machine as well.  And their fish sandwich when they have it during lent.,0
1915,"We won’t be doing regional restaurants. First place: in and out
Wait a minute?",0
1916,"bruh fries are always a lottery. depends on the location, the day, YOUR luck etc. So none of this is representative, especially for franchises. but i still like to watch these videos :p",0
1917,I always tell Five Guys to make their fries well done; it’s a lot better that way,0
1918,+1 for Jolibee in Austin,1
1919,God bless Bojangles.,0
1920,Shake Shack’s fries are a solid 8.5,0
1921,"I think you might just have a bad local Zaxby location, cause my local one is always on point",0
1922,"Honestly I usually am pretty happy with Wendy's fries. But I won't at all say there's never times I go through start eating my food and go 'ah. This is a bad wendy's day. Sad.' :P I still am very sad about the change of their salt to sea salt though. Their old incredibly fine salt was fucking amazing, then they traded to 'healthier' salt and it became bigger and their food less well salted.",0
1923,"The greatest part is Wendy's screaming '' YOu SAiD A LaRGe FReNcH FrY??'' 

YOU SAID FRIES? needs to be on your merch!",0
1924,bro I know that dairy queen on riverside heard they got rats there,0
1925,I love the f1 graphics,0
1926,"Wendy's for me is so dissapointing, every location in my city is just terrible, always getting cold, hard nuggets, cold, floppy fries, I don't know whats going on with them but it ain't good here. Also KFC's fries are disgusting to me, they never should have replaced the potato wedges with them, because those were way better.",0
1927,Unchanged? Lol. Does Santa Clause also exist?,0
1928,What beef do you guys have with Taco Bell? Nobody features taco bell in French fry videos,0
1929,THIS IS THE REAL QUESTION,1
1930,"Is that McDonald's in San Antonio, near Evers and 410? Cause if it is, that McDonalds is the bomb!",0
1931,"Who else thinks It'd be cool to see Josh do a travel food series? Where he visits places all over the world, exploring foods few of us have heard of before",0
1932,"Thank you for not filming the workers, and for doing the reviews outside. It shows a huge appreciation and consideration for the people just doing their job.",0
1933,disagree with the Burger King take.  You giving a better grade on Wendy...when it's more like potato slices.  Lost credibility,0
1934,"If you don’t like Whataburger in Texas, then keep your ass out of here foreigner you not welcome 🤮",0
1935,I wish they could do the 8/10 Portillo’s fries. Now they’re well outside of Chicago area and it’s amaziiing.,0
1936,Innout fries are #1,0
1937,"Definitely didn't abide by that national presence rule. Like wienerschnitzel?! come on now, there isn't a location east of Springfield, IL and that's literally the only one in the Midwest.",0
1938,"I’m DQ pilled, always been my favorite fry. Let’s go",0
1939,Love your content man! Also.... what diet are you doing. You are looking good man!,0
1940,"The problem with the In-N-Out fry trick, which I do definitely use, is that they don't cut their fries all to the same length. So if you order them well done, you get like 70% of the fries (mostly the large ones) done perfectly and the small ones are basically burnt while if you order them regular you only have the small fries and the little nubbins cooked crispy enough and all the large ones are soggy.

Aside from the problem with some fries getting over/undercooked depending on how you order them, the In-N-Out fries just have zero salt on them. You have to add like two additional salt packets to them and hope it sticks because the oil on the exterior has already cooled. I somtimes need to add pepper to them to give them more flavor than just potato.

My personal favorite is Burger King. Their fries are what I consider to be the gold standard of fast food french fry - evenly cooked, a golden color and crisp but not overdone on the outside, fluffy and warm on the inside, and salted *perfectly* ever time with a lot of salt. I have noticed that you get some variations in quality depending on location, but since I typically go to the same location every time, I'm always blown away by how good BK fries are and I don't get the hate for them.",0
1941,Tbh I love In N Out fries they are my go to fries,0
1942,"I just unsubscribe, it's really gone Yankee-down all the way",0
1943,Heaven forbid they have their own independent opinions. Always within 1 point of each other,0
1944,"You forgot the best, Checkers",0
1945,"Sonic just changed their fry, and it’s 100x better",0
1946,"KFC winning this is insane to me. At least in my country (Poland) they are always completely tasteless, and are arguably the worst of all the major chains. The texture is on point though.",0
1947,RIP to arby's potato cakes,0
1948,Mcdonalds has the worst fries and very little portions,0
1949,"Why does the rating system look like the pit stop time in formula one?
Edit: not only the rating but the ranking also looks like f1. Really like the aesthetic",0
1950,Cool video but you are overly critical,0
1951,ur buffing up bro. respect. u also not as fat as before. oiled up daddy pic when?,0
1952,"Oh god seeing this video, I am so happy that we have so little fast food chains in Austria!!?",1
1953,i got like a hundred ads on this video.. Anyone else?,0
1954,What about wayback burgers,0
1955,"Basically, Josh and I have the complete opposite taste in French Fries.",0
1956,"""Must be a nationally recognized chain""
First Restaurant: In-N-Out. 
Ya'll do know that In-N-Out is only in 7 states total, right? California's the only one with more than 100, next is texas at *39*. Two of the seven states has 10 or less. What was even the point of the rule?",0
1957,"I wish Taco Bell was included, but I guess they don’t count since their fries are seasonal",0
1958,I live in Minnesota where people love Cane's and man.... CANES SUCKS nothing is ever seasoned and their special sauce is literally mayo Worcestershire and some seasoning. Why would you ever go to Cane's when Popeyes exists. Or anything else.,0
1959,America is literally a dystopian car hell. And I'll die on this hill,0
1960,"Lucky bastards, our KFC fries are the worst in the country. Hell, we're shafted on pretty much everything. I had Shake Shack's fries, and I've literally dreamed about eating them again, but of course, they've only got 14 restaurants in the UK, and they're ALL in London",0
1961,Eating White Castle sober and in the daytime is a life-fail.,0
1962,"shake shack has the healthiest fries too, they fry in healthy oil",0
1963,why are curly and seasoned fries are allowed but not well done fries from in and out?,0
1964,"Jollibee only has 72 locations in the US.

Krystal has 293.",0
1965,KFC,0
1966,"Idk man, in Europe the KFC fries are sad, soggy and tasteless, just like burger king fries. McDonalds fries on the other hand are always crispy and salted properly.",0
1967,(I’m Aussie) my local McDonald’s has the worst most dog shit fries you’ve ever had. They are a 1/10 - and consistently 1/10. We never get a good fry from them it’s honestly astonishing. Hungry Jacks here (Burger King….. I think? Still?) they are the best fast food fries here by a mile.,0
1968,Dumb.  Wish i didnt have to suffer this channel.,0
1969,3:10 looking like the restaurant from Clerks 2,0
1970,Zaxby’s fries are GAS!!!,0
1971,"Mcdonald's is so weird. A great mcdonald's meal with a well seared beef patty with fresh fires will be extremely good, but then you can also be unlucky while ordering the exact same thing, and all you get is a plate of dissapointment.",0
1972,"Nah, try KFC fries in South Africa and it'll drop to 56th place",0
1973,You're wrong.,0
1974,freddys fries and fry sauce will forever be my favorite,0
1975,"As an Australian, our KFC fries are disGUSTING. They are soft, limp, half cooked, soggy and just gross. Flavour is ok tho",0
1976,Where is tacobell,1
1977,McDonald's fries when they still used animal fat were amazing.,1
1978,Culvers fries are good. Five Guys fries are not good.,0
1979,Do a video about you making food that looks bad but tastes good,1
1980,"It wounds me that Braums didn't get representation., but I get it.",0
1981,A&W or Burger king fries,0
1982,KFC fries are so good. Taco Bell nacho fries aren't too shabby either.,1
1983,Arby's never salted their fries probably because of how salty their roast beef is so you gotta salt them yourselves if you want them salty.,0
1984,SALT 'to your preference',0
1985,"Well done in-n-out is too well done, it dries them out and gives them a weird texture, the true secret is ordering them ""lite well"" basically between regular and well done.",0
1986,"Gives the rules, proceeds to do a regional fast food chain with over 300 locations. Over 200 of them being in 1 state alone 😭🤣💀",0
1987,"I'm a bit disappointed KFC won, because their potato wedges were way better than their fries.  Based on this ranking though, you go for different things than I do in a fry.  I definitely need to find a Jack in the Box and Jollibee, though.",0
1988,wendys fries >>>,0
1989,"Last time I went to DQ, the fries were old and cold. Went in and told them. Bro microwaved my fries. I was in total disbelief.",0
1990,"No regional then goes to in-and-out, they are so east coast with a few stores in texas and elsewhere. Not a national chain yet.",0
1991,McDonald's fries should be at the lower mid section,0
1992,"When I worked at chick fil a years ago, me and other staff when making our lunches would re-fry the waffle fries and add the spicy chicken seasoning to them. Improved them massively",59
1993,Voting system should have been for each of the 3 categories with a 10 point max. Perfect would be a 30. I give your rating system a 3 out of 10. 💩💩💩,0
1994,you can ask for the fries hot atwindow,0
1995,Too bad Freddy's isn't on here. Decent fries that are usually consistent in being fresh. Rarely if never do I get your standard sitting in a warmer too long BS fast food fried shit.,0
1996,"Absolutely maniacal to rate Wendy's that low and to have In N Out above it
 Wendy's is one of the best fast food french fries, and I seriously can't think of one worse than In N Out, the disappointment of their fries is in no way exaggerated",0
1997,I wish you guys could include Braum's in some of these challenges,0
1998,Fast forwarded the video near the end to see dq as a top 3 proving that they have terrible taste views. Maybe dq jad a lot of sugar and salt which is all this guy cooks with?,0
1999,"I watched this for DQ...Ive been praising DQ fries for YEARS. They always deliver. ALWAYS. Other fast food chains with great fries can sometimes mess it up, but I can always count on DQ to deliver.",0
2000,why not go to long john silvers right after a&w it's right there and they have fries LMAO,0
2001,How can you set a ground rule that they must be a national chain then immediately start with In N Out?,0
2002,Aussie kfc fries is the best..  sorry..,0
2003,"Hey Guy's Im From The Home of Popeye's yea New Orleans Baby ""Pro Tip"" You have to Order their Fries Fresh... They'll taste like a Whole Meal🍟🍟🍟🍟🍟",0
2004,"I wish you could fit in the small chain Dick's in Seattle so you could tell my fellow Washingtonians that Dick's has the worst fries of any restaurant.

I've never been to In N Out but i guarantee their regular done fries are better than Dick's fries",0
2005,go visit philippines just to eat jollibee 😁😁,0
2006,We. Don’t. Need. Anymore. Of. These. Garbage. Videos endless videos about which fast food place is better over and oveeeer and oveerrr and ovvvvvvvver,0
2007,"u guys should come to canada, our mcdonalds fries is soooo much better than the American one",0
2008,Ngl when the focus went off i thought he farted,0
2009,BK is only good for onion rings,0
2010,DQ burgers are gas too you gotta try again sometime,0
2011,How the Fuck did you skip Tommy's in Los Angeles?! Your list is incomplete! I call shenanigans!,0
2012,im sorry but you guys deffy blew your load to mcds,0
2013,Why are you so fucking annoying lol,0
2014,This guy lost his food critic card after rating white castle the worst burger in america.,0
2015,Can't believe you did In-N-Out but not Five Guys??? Whattt?,0
2016,"Wendy's normal fries are underwhelming, but the seasoned potato wedges they serve for breakfast are impressive. Yet another reason why I dislike the practice of breakfast items only being available in the morning.",0
2017,KFc over mconalds ???? straight trippin,0
2018,Solid list,0
2019,What about Five Guys?,0
2020,You on that workout routine dawg? lets goooo,0
2021,Am I crazy? How is checkers not on here,0
2022,Chickie's and Pete's slams,0
2023,nvm kfc won and im fine with that,0
2024,dairy queen has my favorite fries,0
2025,Are you using Formula 1 graphics for the leaderboard? That's hilarious,0
2026,I’ve been big on the KFC fry this brings a smile to my face,0
2027,"you did Culvers dirty, saying you liked it and then grading it worse than fries you actively disliked.",0
2028,"Two separate comments.

1. It's not a permanent menu item, but you have got to try Taco Bell's Nacho Fries when they are in rotation. They are surprisingly super good, and you dip them in nacho cheese instead of ketchup. 

2. While not a national brand and not fast food, anyone who can should visit Chickie's and Pete's and have thier crab fries. They are crinkle-cut with an old bay like seasoning. Also, like the Taco Bell fries, these ones are served with warm cheese sauce that's amazing.",9
2029,No Cook Out?,0
2030,Had Raising Cane's for the first time yesterday and second time today.  Totally agree about the fries.,0
2031,The fact that he got the jollier fries in San Antonio is hilarious I know that area and literally there’s a Burger King Wendy’s and McDonald’s and chick fil a all within 3 minutes of eachother and ironically he ends up at the McDonalds down the street from that Jollibee and he’s correct in saying that McDonald’s is always on point,0
2032,Shocking how many fast food chains there are in USA. Land of the fat 🤣,0
2033,Wendy’s fries are superior to shake shack imo,0
2034,Bro I literally noticed the weight of the receipt as well last time I went. Haha,0
2035,Ain’t nothin like Five Guys fries. You get those Cajun fries. So good.,0
2036,"Now he needs to do a best overall meal, take the top 10 from his other top fastfood restaurants and compare a whole meal from those places.",0
2037,"Its not very well known, even in Wisconsin, but there's a fast food chain with 9 locations centralized in north eastern Wisconsin called Tom's Drive In. They're fries are pretty basic but it would've been nice to see them included as a little shout out to the smaller chains.",0
2038,jesus christ how many of those chains are there?,0
2039,"I wish you could have tried Nathan’s fries when you visited NY. They ( as you probably know), are known for their hot dogs. But the fries are amazing. If or when you re-visit the East coast, I implore you to check them out. Thanks Josh, I am a huge fan.",0
2040,"If you're ever in the South, find a Ward's and try their fries.  Best I've ever had.  Also, they are famous for their Big One chili cheeseburgers & homemade root beer.",1
2041,You have to order fries well-done. CFA waffle fries are 100% S-Tier when they're well-done.,0
2042,Jollibee has 74 restaurants in the USA. Why are they on this?,0
2043,"I don't think Josh knows what national means. "" Cannot be regional"" so, we're starting here with In-N-Out, who has no presence east of the Mississippi river, where 70% of the US population is located. It is most certainly a West-coast regional restaurant.",0
2044,"bro hit us with the "" YYYYOU KNOWW I LUV U AND IM OUT"" outro music 🔥🔥🔥
shoutout ThisDudeCanCook",0
2045,Is this even up for debate? lol,0
2046,I love DQ fries! It's the only thing worthwhile at that restaurant. lol!,0
2047,"Yo, yall did InNOut dirty. Like, I get that theyre not great fries, Im not saying they should be a ton higher.  But literally every other location with two fries you tasted both and rated the better one, after saying itd be an unfair advantage to rate the well done? Your main complaint was the softness (which again, is fair) but you complimented the flavor and then rated many other soft fries higher than them. This is some classic Texas InNOut hate.",0
2048,"The one thing that surprises me is McDonald's can go from a 10 fry to a 4 fry at the same place, on the same day.
It really does depend on what time you go and how busy they are etc.",0
2049,Fries well done at In-n-Out are the way to go!,0
2050,"Wendy's are my favorite, McDonalds are my comfort, but McDonalds rarely has them fresh. Wendy's are always piping hot with the skin on and the sea salt. mmmmmmm.",0
2051,And you omitted the best of all Nathan's..SMFH,0
2052,"I recognize your qualifications for ""national"" but In and Out is not National and according to them they will never be.",0
2053,My fav is Culver's,0
2054,"Texans. Stop calling it ""Waterburger!!"" What is wrong with everyone?
What. A. Burger.",0
2055,Bojangles fries are inconsistent.  A lot of time they're underfried.,0
2056,boycott  who  are feeding a genocide ...,0
2057,"Just how many fast food whole frickin full fledged clearly doing okay chains do you have in the US? Like holy sweet Jesus, this is too much by about 15 chains XD",0
2058,why is he always screaming?,0
2059,I like my french fries soggy fight me,0
2060,This list ain’t it,0
2061,"""not regional"" - first stop in n out. wtf?  californians on another planet",0
2062,"You didn't visit all the regional chains like Skyline Chili or Runza, therefore the title of this video is not accurate.",0
2063,"Dude it's crazy I'm not a fan of KFC but I go all the time just for the fries alone
IDK what they're doin' but YES I'm so glad to see ya'll appreciate them lmfao",0
2064,On the chip scale in oz carls sucks ass,0
2065,"so funny, in the netherlands kfc has THE WORST floppy fries....😂",0
2066,hello joshua how about wingstop?,0
2067,KFC fries in Australia suck so bad always soggy never crisp,0
2068,I mean McDonald's has to win this. I would give a solid runner up to Taco Bell fries supreme,0
2069,I'm telling ya. Jollibee comes through,0
2070,"You really couldn't just find an image of a McDonald's on Google, huh?",0
2071,DQ fries are terrible! What the hell? They are the worst of the big fast food places.,0
2072,Am I the only person who doesn’t like crunchy fries? They give me headaches,0
2073,How do you not like White Castle?😭,0
2074,In-n-out being that low on the scale just confirms they didn't go to the right spot.,0
2075,I just saw the same add for a mattress 7 times during the video and now I will never purchase this mattress and actively burn every mattress of this brand that I ever see.,49
2076,That’s funny I work at kfc and was literally thinking “I actually really like our fries hope they go to it” little did I know lol oh also they scammed you we put it to the top and then some for a large at my store,0
2077,"Title should be ""I Tried Every Fast Food French Fry in the United States""",0
2078,"I'll be honest, the Five Guys where I live is my favorite place for french fries. I literally go there just for their fries. I also don't really like a lot of salt on my fries, so any of the place you guys noted as low salt I'd probably be more inclined to visit.",0
2079,I really like in n out fries. I’m a sucker for freshness,0
2080,"Josh is extremely recognizable, it would probably be better if someone else drove the car and ordered. Kind of like if Ian MacCollum or Doug Walker was driving.",0
2081,The only White Castle I have ever been to was in Las Vegas. It was disgusting. Never again.,0
2082,"I like all fries unconditionally.  Crispy, soft, salted, usalted, stale, burnt, fresh oil, reused oil, IDGAF I WELCOME ALL FRIES. Gosh dangit ! Now i want a 5 pounds of fries.",0
2083,"You guys should say your ratings at the same time, so that the other person isn’t swayed to rate it close to who went first, since most ratings were within a few points ♥️♥️",0
2084,"""they must be national chains""

First 4: not national chains",0
2085,Ayyyy nice black Owala,0
2086,Stopped watching this video after the Popeyes and Five Guys fries ratings. I think these ratings are insane lol.,0
2087,I like culver burgers,0
2088,Best is kfc fries,0
2089,"first statement was only going to national chains, proceeds to go to a location for the first stop only located on the west coast lol.",0
2090,You forgot to ask for the light fry at in and out,0
2091,"for me, taco bell nacho fries are the best, but they’re limited ☹️",0
2092,You must've got a bad batch at that Wendy's because Wendy's are some top tier fries,0
2093,In and out is not a fucking national chain you idiot,1
2094,Have no idea how dq is in business,0
2095,Whats with all these regional chains? Over half the country doesn't have in-n-out,0
2096,I don’t really understand why Culver’s disappoints them so much. I think their burgers are good.,0
2097,Before watching: Wendys has the best fried and are severely underrated,0
2098,"🤣 I almost died laughing when he said he didn't know Del Taco has fries, but 100% personal taste because the ones he said had no salt are known as the saltiest fries",0
2099,"Crinkle cut fries are trash, always",0
2100,How the mighty have fallen.,0
2101,"PLEASE FROM DE MORE THAN 30 (LATAM SOUTH AMERICA ARGENTINA in this case) COUNTRIES OF AMERICA CONTINENTE´s STOP SAYING THAT YOU RATE something FROM UNATED STATES AS  AMERICAN CONTINENT IT SELF... if something we ARE PLURILCULTURAL, ETNICAL, DIVERSE, RICH IN NATURAL SOURCES, FLAVORS, ACCENT, CUSTOMS, ETC AND IMPOSIBLE TO RATE IN 1 COUNTRIE",0
2102,The way they rated five guys is criminal like wtf,0
2103,"Are you fking gatekeeping dairy queen giving out dog treats for free to people with dogs in the car?  
  
 You think DOG TREATS are the most unhygienic part of your fast food meal?? really?!?!?    Have you ever worked fast food?  You think hands are being washed xD

What an entitled rich boy prick.",0
2104,"Wait, so you'll rate the seasoned and waffle fries, but not the well done In&Out fries?",0
2105,"Was waiting for the Runza crinkle fry, any other Nebraskans in here? My personal favorite. But oh well.",0
2106,"Why did everybody pronounce Whataburger, Waterburger? Also, why is this edited by a 12-year old?",0
2107,"You should have skipped the non-National brands. It's interesting that you rated White Castle so low and Culver's so high when they are the exact same fries. Chick-fil-A should be 24th they have the worst fries. And yes, Burger King's fries are trash too.",0
2108,wingstop fries?,0
2109,"On your preferences on lots of salt - WRONG! You and other chefs are a danger to the health of everyone who follows your advice.

Fries should be served with no salt to let the customer decide how much salt to put on. They are the ones whose taste matter the most, not that of someone behind the counter nor a YT channel host. 

Then there's the health issue and the fact that Americans are dying because of too much salt in their diet. That alone negates your preferences for how much salt fries should be served with.

I cringe on all these chefs that cover their dishes with a 'pinch' of salt that is more like a tablespoon in quantity, and they add salt more than once a lot of the time.  That is why I always order my meals 'no seasoning added please' and add anything I want after it's served.",0
2110,I wish the scores included the amount verses the cost as well. some of these places charge an arm and a leg for something that would be a kiddie fries in another place.,1
2111,Just wasted $3 on fries from KFC 😢,0
2112,San Antonio has tons of fast food joints lol,0
2113,"Must be nationally known basically just means, ""it has to be a place I can go to in California""",0
2114,"""No regional restaurants, must be national known""

*immediately goes to in n out* bruh",2
2115,I've only had food from like 15% of these fast food chains since I'm not in America.,0
2116,dairy queen’s fries are the best frl,0
2117,Your dq rant really showed your Karen lol,0
2118,I knew KFC was gonna catch y'all off guard.,0
2119,Inand out is regional lol,0
2120,Well done in n out fries are super dry. Get the light fried and they are much better,0
2121,We have Hardee's here instead of Carl's Jr and they absolutely do not have waffle fries down here. Ours has curly fries,0
2122,I will say the lazy workers have something to do with it. I find my local restaurants for the most part are staffed by lazy workers who don't do their jobs correctly. I will visit the town next door where I work because the food and service is better. The best fries are Bojangles btw.,0
2123,"I hate crunchy fries. For me by far the top 5 fries for me are 
1.five guys
2. Raising canes
3. Steak and shake
4. Freddies
5. Mcdonalds",0
2124,In n out sucks,0
2125,I feel so validated because my favorite fries have always been Freddy’s and DQ. Lol.,0
2126,In-n-out isn't regional?,0
2127,"So many I've never heard of or seen.(including Jollibee and Freddy's) but currently Taco Bell serves fries, yet omitted. and KFC does not taste like fries should. they may be good, but not what you should expect in a fry. And on an agreeing moment Wendy's fries stink, and DQ has surprisingly good fries.",0
2128,"love the content but ""nationally recognized fast food"" and instantly goes to a place that does not exist on the entire eastern coast.... in and out and jack in the box do not exist anywhere around here",0
2129,Jack n the box regular fries taste like what Burger King fries used to taste like,0
2130,"Do it blind. Fuck the presentation, my fat ass is reaching into a bag and sending it. I don't give a fuck about the container",0
2131,">no regional fast food chains
>immediately goes to in-n-out",4
2132,10:50 😂😂😂,0
2133,how is white castle still open by now?,0
2134,Bro there’s dog treats to give dogs treats dumbasses with no brains,0
2135,Terrible opinion lmao,0
2136,I like original tommy fried,0
2137,20:02 / 34:29,0
2138,KFC had the best potato wedges.,0
2139,how many bloody fast food chains do you have in US lol? :D,0
2140,"For Del Taco / Rally’s did yall order at Crenshaw Blvd lol ( Nevermind I figured it out, they did order near my work )",0
2141,McDonald's has the best fries.,0
2142,But you didn’t visit Bushs Chicken in Texas and have their fries. 😮 I understand your rules and they don’t fall under those.,0
2143,Where was taco bell,0
2144,Taco bell?,0
2145,"This list is 99.9% WRONG
Burger King is where it deserves to be. 
But Popeyes, Rally’s, McDonald’s, Shake Shack, Five Guys, Habit Grill, Chick fil A, all losing to KFC? Out of your minds.",0
2146,32:43 you guys are funny,1
2147,Having jack in the box above popeyes and rally’s is criminal.,0
2148,"Salt level is very personal, I recently had the five Guys cajun fries and to me they are way to salty. I really hope fast food companies aren't going to see this video and make all fries even more salty.",0
2149,Best taco and/or burrito in America next plz!!!!,0
2150,"It's a Stetson cowboy hat. Stetson's are iconic hats, like Arby's curly fries, in Minecraft.",0
2151,"a funny thing, in brazil, the burguer king is REALLY much better than in the us, its strange",0
2152,REALLY? KFC #1? Are you trolling us?,0
2153,Five guys fries are the best. Every other opinion is wrong. I dont care,0
2154,"These videos bring me back to my line cook days in High School at my local Hardee's (also Carl's Jr.)
The Carl's Jr. waffle fries were my ALL TIME favorite, especially with the House dressing as a dipping sauce",5
2155,"6:20 ""can i have a water please""",0
2156,What about McDonald’s,0
2157,5 guys is the best. Fresh potato fries made on sight. Not frozen like most of the places.,0
2158,"Lists 2 main criteria for including a fast food restaurant in the ranking
Immediately breaks both rules with the first entry",0
2159,"> KFC is ranked number 1.
> Guy looks like a young Col. Sanders

I will not be fooled!",0
2160,Imagine being worse than burger king. 😂,0
2161,Taco bell?,0
2162,In Poland KFC has fries way below average.,0
2163,Your contempt for Freddy's is unfounded. They're better than more for most.,0
2164,"Entertaining, but way too long for a video like this of doing the same thing over and over. Cut it down to 20 mins and I prob wouldnt have skipped (also, the best french fries are at Nathans. Hands down. No competition. 9.5)",0
2165,NO CHECKERS? The list is not accurate without Checkers. I demand a recount!!!!,0
2166,Arby's.,0
2167,WHAT about old McD FRIES.  The old good ones.,1
2168,FINALLY kfc fries are getting the respect they deserve. no one believes me when I tell them they have the best fries.,0
2169,I thought i was crazy for going to dq to get large fries- I KNEW IT WASN'T,0
2170,"No regional places, goes to a regional restaurant first. Dafuq.",0
2171,Jollibee is my fave fast food as well. The chicken sandwich can not be beat.,0
2172,saying the word “wienerschnitzel” over a german flag is so annoying it literally has wien in the name,0
2173,Kfc fries are awful. They mustve gone to the only one with good fries,0
2174,At any place I’ve gotten fries …. It’s all hit and miss. How long have the fries been sitting out? Who is making them? Did they hear the buzzer go off?,0
2175,Why was in-n-out included (not a national franchise) but Five guys was not included (is a national franchise),0
2176,"The fries of the fa(s)tfood chains that also operate in Europe (MacDonald's, KFC, Burger King) all are very bad here. Maybe they make it better in the US, but here they rate at a 3 or 4 max.",0
2177,Do pterrys,0
2178,Like if you want to free Palestine and agree Israel must pay,0
2179,I don't see braums on the list!,0
2180,You gotta try Burgerville in the PNW. Those fries always hit.,0
2181,Starts the video with super bias BS. Not interested in the video and not worth a dislike but a not interested list.,0
2182,JnB curly should have been excluded from the test. It's kind of an unfair advantage. And Wendy's breakfast fries are S tier.,0
2183,"I actually like in n out fries. In n out, jack n the box(curly) and mcdonald's are the 3 places I crave fries from. Freddy's is a new one I like.",0
2184,"A lot of this has to do with location and staff though. Like, I'm used to DQ having horrid fries, and Wendy's having great fries. I honestly think a proper review would have to sample fries from three separate locations, preferably in different cities.

That said, it's still a fun video.",0
2185,I wish Beef-a-roo from Rockford Illinois would qualify because they would definitely win!,0
2186,Good grief. Could these old nellies get any whinier?,0
2187,Roy rogers,0
2188,Am I only person that thinks burger king fries used to taste better back in the day?,0
2189,Wait a minute the first one you broke one of your own rules it can’t be regional. In-N-Out is about as regional as they get. They be even stated that they have no intention of expanding across the country.,0
2190,Holy hell...the standards are low🤦🏻‍♂️,0
2191,"Nationally recognized, must have 300 locations. Jollibee on the list with 103 locations in US/CAN according to their website, only 74 of which are in the US.",4
2192,Sonic changed their fries to a Crinkle Cut and are they are sooooo much better now. One of the best fries I’ve ever had.,0
2193,"Do people actually like crunchy fries? I understand not wanting a flimsy fry, but I love a fry with integrity that’s still soft.",0
2194,"Maybe I need to give KFC another chance. I’m still bitter about them, discontinuing the potato wedges.",0
2195,Dairy Queen has some great fries to scoop up some ice cream 🥵,0
2196,i love watching these just so i can remember i dont have a majority of the best options near me LMAO,0
2197,"So no Chick-Fil-A , Zaxby’s, Taco Bell ?",4
2198,"Dude, your credibility went from Uncle to 0. KFC fries are barely edible while hot or warm, when cold they taste like glued powder, on scale 1-10 kfc fries are -5000. Wtf.",0
2199,"the ONLY way Jollibee fries are tolerable is if you drown them in gravy. bland, tasteless and stale.. and that is when i go at opening",0
2200,Pass the damn fries to the cameraman,0
2201,Yep those battered kfc fries are fire.,1
2202,I've never heard of 75% of the places on this list.,0
2203,All those eating moments make me wanna get fries😅,0
